year,month,day,day_of_week,date,total_cyclist_injured,total_cyclist_killed,total_motorist_injured,total_motorist_killed,total_pedestrians_injured,total_pedestrians_killed,total_persons_injured,total_persons_killed,total_vehicles_involved,total_collisions,aggressive_driving_road_rage,animals_action,backing_unsafely,driver_inattention_distraction,driver_inexperience,driver_unwell_medical,environmental_defect_failure,failure_to_keep_right,failure_to_yield_right_of_way,following_too_closely,oversized_vehicle,passing_or_lane_usage_improper,pedestrian_bicyclist_other_pedestrian_error_confusion,physical_disability,reaction_to_uninvolved_vehicle,traffic_control_disregarded,turning_improperly,unsafe_speed,vehicle_failure,visual_distraction_obstruction,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,avg_vol
2014,8,24,1,2014-08-24,14,0,107,1,13,0,134,1,893,437,2,0,17,69,10,84,4,3,24,0,0,1,0,11,1,12,11,1,23,12,63.9,56.8,1019.4,10.0,9.0,15.9,22.0,73.0,55.0,0.01,999.9,0,42.623511904761905
2014,8,25,2,2014-08-25,17,0,91,0,21,0,129,0,1090,549,2,1,26,94,11,68,3,3,33,1,8,0,0,6,1,7,18,1,36,10,63.3,56.5,1020.5,10.0,3.8,8.0,999.9,72.0,54.0,0.0,999.9,0,46.200298246488366
2014,8,26,3,2014-08-26,20,0,101,0,37,0,158,0,1201,608,1,0,29,91,5,85,0,2,48,0,3,3,0,6,0,11,21,1,38,19,63.0,56.0,1021.1,10.0,3.5,8.9,999.9,72.0,53.1,0.0,999.9,0,36.707662491844829
2014,8,27,4,2014-08-27,15,0,102,1,16,0,133,1,1084,538,0,0,19,86,12,68,0,1,32,0,4,1,0,2,3,10,12,1,22,11,67.5,64.7,1016.3,6.5,7.3,12.0,999.9,75.0,53.1,0.02,999.9,1,38.096064814814817
2014,8,28,5,2014-08-28,18,0,98,0,33,3,149,3,1214,618,0,1,22,106,7,94,1,2,31,0,4,5,0,4,0,9,20,1,38,14,71.0,62.4,1009.4,6.8,8.8,19.0,27.0,78.1,59.0,0.01,999.9,1,40.494212962962962
2014,8,29,6,2014-08-29,16,1,116,0,23,1,155,2,1266,631,1,0,29,89,13,122,0,1,34,2,2,2,1,4,1,3,15,1,25,14,67.2,53.4,1018.9,10.0,10.8,18.1,22.0,78.1,59.0,0.03,999.9,0,25.733163714454793
2014,8,30,7,2014-08-30,11,0,90,1,24,1,125,2,1023,510,1,1,26,81,10,72,3,1,28,0,0,1,0,12,3,7,17,1,24,8,60.1,51.2,1025.5,10.0,6.3,9.9,999.9,71.1,46.0,0.0,999.9,0,20.598958333333336
2014,8,31,1,2014-08-31,6,0,129,0,13,0,148,0,1002,495,1,1,10,87,14,91,7,2,22,0,2,0,0,10,2,11,8,0,22,8,69.1,65.6,1020.7,9.4,9.0,13.0,18.1,73.9,64.0,0.0,999.9,0,18.544270833333332
2014,9,1,2,2014-09-01,16,0,92,1,13,0,121,1,787,392,4,0,14,68,7,55,3,5,20,0,1,0,0,6,0,8,17,2,12,9,71.5,69.2,1015.6,6.8,9.3,19.0,25.1,77.0,66.0,0.14,999.9,0,16.182291666666668
2014,9,2,3,2014-09-02,13,0,107,0,24,0,144,0,1415,700,2,0,29,122,8,96,2,1,30,1,7,0,1,12,1,10,16,1,33,20,71.1,69.4,1013.1,1.7,6.8,9.9,999.9,77.0,68.0,0.01,999.9,1,20.255208333333332
2014,9,3,4,2014-09-03,13,1,115,0,20,0,148,1,1159,580,3,0,21,89,9,85,4,0,25,0,9,1,0,10,0,7,11,0,22,13,74.0,65.1,1012.3,8.1,9.7,14.0,22.0,82.0,66.9,0.0,999.9,1,122.62006092945109
2014,9,4,5,2014-09-04,13,0,112,0,27,2,152,2,1439,727,2,0,27,114,17,107,2,3,40,0,7,1,1,16,2,14,37,1,43,18,69.4,60.8,1020.5,9.9,5.2,12.0,999.9,82.0,59.0,0.0,999.9,0,88.996794871794862
2014,9,5,6,2014-09-05,17,0,90,1,27,0,134,1,1295,647,4,1,29,101,6,94,4,0,42,0,6,0,0,8,0,12,26,1,30,14,70.3,67.2,1021.3,8.7,7.5,13.0,999.9,78.1,59.0,0.01,999.9,1,145.7184550311012
2014,9,6,7,2014-09-06,13,0,102,0,23,0,138,0,1095,553,4,1,24,79,8,79,4,3,26,1,1,0,0,10,2,9,13,0,24,13,72.0,69.9,1014.3,6.9,10.7,15.0,18.1,77.0,64.9,0.01,999.9,1,162.46270168982767
2014,9,7,1,2014-09-07,18,0,121,0,8,3,147,3,951,477,3,0,17,90,6,55,5,2,29,2,0,0,0,2,1,15,16,2,28,9,70.1,62.9,1015.8,9.0,11.0,20.0,24.1,77.0,62.1,0.0,999.9,0,94.534997249724938
2014,9,8,2,2014-09-08,18,0,100,0,17,0,135,0,1200,598,2,0,34,83,10,83,3,2,19,0,8,3,0,9,1,7,28,1,26,13,63.6,55.3,1025.3,10.0,7.8,15.9,21.0,75.0,55.9,0.01,999.9,0,101.5893807406499
2014,9,9,3,2014-09-09,16,0,100,0,19,0,135,0,1192,592,2,0,19,100,12,75,5,1,25,0,7,1,0,6,2,9,16,0,44,13,64.6,56.5,1025.0,10.0,10.9,15.0,22.9,73.0,55.9,0.0,999.9,0,99.263915394402019
2014,9,10,4,2014-09-10,12,0,103,0,42,1,157,1,1205,618,1,1,17,103,9,89,5,1,37,1,2,0,0,6,1,9,22,0,35,9,66.2,61.2,1019.1,10.0,11.3,17.1,22.0,73.0,60.1,0.0,999.9,0,99.9560902272324
2014,9,11,5,2014-09-11,14,0,89,0,28,0,131,0,1235,619,2,0,22,103,9,82,3,4,32,1,6,2,0,7,2,11,24,1,27,12,64.4,60.3,1014.8,9.7,6.4,13.0,999.9,73.0,54.0,0.0,999.9,0,101.91189903846151
2014,9,12,6,2014-09-12,29,0,151,2,34,2,214,4,1443,730,2,0,21,109,6,91,1,2,33,0,4,0,0,10,2,8,21,0,32,19,67.1,58.8,1016.6,9.7,11.4,18.1,22.0,73.0,54.0,0.0,999.9,0,104.58864070312947
2014,9,13,7,2014-09-13,17,0,118,0,30,0,165,0,1107,558,4,0,20,71,12,87,11,3,27,1,4,0,0,10,1,16,23,1,14,11,59.9,53.2,1022.2,9.6,7.6,15.0,21.0,70.0,52.0,0.0,999.9,0,120.20304557007989
2014,9,14,1,2014-09-14,15,0,124,0,16,0,155,0,1077,528,3,0,23,81,14,81,3,2,37,1,1,1,0,10,1,16,21,2,35,11,62.2,54.3,1020.7,10.0,9.6,17.1,24.1,68.0,52.0,0.04,999.9,0,98.560143371922464
2014,9,15,2,2014-09-15,14,0,107,0,23,0,144,0,1223,610,1,0,17,115,11,98,2,2,36,0,6,2,0,11,0,5,22,3,36,14,57.5,47.6,1022.0,10.0,3.6,8.0,999.9,66.0,46.9,0.0,999.9,0,114.98357287271446
2014,9,16,3,2014-09-16,15,0,112,1,26,0,153,1,1224,613,1,1,23,98,9,100,12,1,32,0,10,0,0,11,2,7,23,0,27,16,61.2,50.8,1017.0,10.0,6.5,9.9,999.9,66.9,46.9,0.0,999.9,0,112.2241806600059
2014,9,17,4,2014-09-17,21,0,92,0,45,1,158,1,1308,658,3,0,21,102,11,85,2,0,37,0,5,1,0,9,1,8,19,1,41,21,61.9,54.4,1015.5,9.8,4.6,13.0,999.9,70.0,51.1,0.0,999.9,0,115.82203638497651
2014,9,18,5,2014-09-18,16,0,133,2,28,1,177,3,1288,650,3,0,33,102,13,107,1,4,31,2,1,3,0,10,2,4,27,0,40,8,61.1,47.4,1014.7,10.0,5.0,11.1,15.0,72.0,48.0,0.0,999.9,0,117.35821351721442
2014,9,19,6,2014-09-19,15,0,111,0,17,0,143,0,1319,648,2,1,20,109,8,100,1,2,38,2,10,2,0,11,0,6,27,2,26,18,57.2,42.7,1024.1,10.0,12.5,19.0,26.0,72.0,46.0,0.0,999.9,0,116.55870103529398
